Date,Time,Year,Month,Day,DOW,DOW.Name,MaxT,MeanT,MinT,RH,AH,ph,sh,pm25,pm10,o3,no2,so2,co,Rain
8/10/2016,2838,2016,10,8,5,Saturday,32.38888889,28.0625,24.65555556,72.87142857,19.83607473,0,0,14.76932,24.24811,16.39129,22.53409,17.72727,0.4647818,0
9/10/2016,2839,2016,10,9,6,Sunday,32.6,28.725,25.14444444,70.9875,20.03578875,0,0,17.54609,26.76713,18.58712,27.28788,29.94697,0.4787698,0
10/10/2016,2840,2016,10,10,0,Monday,33.9,29.375,26.06666667,69.48571429,20.3175349,0,0,19.06061,30.59848,25.72046,24.86035,11.08712,0.5152778,0
11/10/2016,2841,2016,10,11,1,Tuesday,34.23333333,30.075,26.82222222,67.7125,20.56316585,0,0,14.22765,26.88636,31.19123,18.06755,6.034091,0.4165179,0
12/10/2016,2842,2016,10,12,2,Wednesday,33.64444444,29.45,26.76666667,72.025,21.14581297,0,0,11.02235,22.98864,30.41667,15.08939,6.208333,0.3505952,0.2
13/10/2016,2843,2016,10,13,3,Thursday,31.61111111,29.025,26.64444444,75.82857143,21.7545843,0,0,10.66313,21.79583,19.87121,16.78788,9.105303,0.3831101,0
14/10/2016,2844,2016,10,14,4,Friday,31.91111111,28.3375,23.97777778,77.28571429,21.35669913,0,0,13.85623,24.77327,17.05038,21.2197,20.64394,0.4171875,1.6
15/10/2016,2845,2016,10,15,5,Saturday,33.58888889,29.5,25.86666667,70.11428571,20.64072867,0,0,13.62879,24.45795,21.31439,20.53788,18.15909,0.4661458,0
16/10/2016,2846,2016,10,16,6,Sunday,32.01111111,28.4125,25.51111111,78.05714286,21.6584765,0,0,10.56591,19.55682,20.07997,16.01689,16.43561,0.4219494,5
17/10/2016,2847,2016,10,17,0,Monday,31.61111111,28.9125,26.58888889,72.2,20.58720823,0,0,9.873863,18.68599,17.07955,19.09921,16.36364,0.4198413,0
18/10/2016,2848,2016,10,18,1,Tuesday,33.22222222,29.3375,24.41111111,74.88571429,21.85192343,0,0,12.10568,22.46174,19.2875,20.20303,12.66288,0.4923363,0
19/10/2016,2849,2016,10,19,2,Wednesday,30.62222222,27.45,22.81111111,78.41666667,20.63927641,0,0,14.10589,22.78872,14.73409,27.91023,22.7803,0.4931548,22.4
20/10/2016,2850,2016,10,20,3,Thursday,33.18888889,29.125,25.78888889,75.22857143,21.70011469,0,0,20.06439,32.10076,26.44546,29.06553,18.98693,0.5927083,0
21/10/2016,2851,2016,10,21,4,Friday,33.1,28.8625,25.14444444,77.04285714,21.90832753,0,0,19.28598,29.99394,27.57492,31.66685,21.21023,0.553249,1
22/10/2016,2852,2016,10,22,5,Saturday,30.86666667,28.0875,24.87777778,79.84285714,21.76345514,0,0,14.96591,25.54924,23.14773,23.8447,9.606061,0.5080357,4.2
23/10/2016,2853,2016,10,23,6,Sunday,32.04444444,28.225,25.92222222,80.52857143,22.11624875,0,0,22.44773,34.17538,40.08333,26.24621,7.215909,0.5569196,0.8
24/10/2016,2854,2016,10,24,0,Monday,30.37777778,27.1875,24.91111111,87.42857143,22.68058839,0,0,22.99356,35.3553,17.13788,33.17765,13.83068,0.6104167,7
25/10/2016,2855,2016,10,25,1,Tuesday,32.01111111,27.0375,22.95555556,84.85,21.83016728,0,0,20.1975,31.75258,26.02008,34.86212,11.40947,0.5173115,15
26/10/2016,2856,2016,10,26,2,Wednesday,32.01111111,27.3875,24.33333333,80.85,21.20658489,0,0,13.76178,23.82336,22.13532,32.62178,14.09773,0.3347619,1.6
27/10/2016,2857,2016,10,27,3,Thursday,30.26666667,25.775,23.4,86.98333333,20.86434699,0,0,15.37378,26.21894,13.2,32.3856,6.075,0.4834326,14.6
28/10/2016,2858,2016,10,28,4,Friday,31.83333333,26.85,24.41111111,84.48571429,21.51232509,0,0,23.45417,37.54259,18.05417,40.76532,11.65185,0.6416419,0
29/10/2016,2859,2016,10,29,5,Saturday,30.32222222,26.825,23.9,86.84285714,22.08193066,1,0,25.46354,36.49884,17.54583,31.40417,14.86574,0.6410714,9.2
30/10/2016,2860,2016,10,30,6,Sunday,30.44444444,27.2125,24.61111111,82.77142857,21.50212039,0,0,10.8478,18.92593,18.49583,22.4625,15.28241,0.4041667,0.4
31/10/2016,2861,2016,10,31,0,Monday,32.34444444,28.4375,25.01111111,77.52857143,21.54122654,0,0,16.69815,27.42639,17.39248,25.70729,18.78241,0.4854563,0
1/11/2016,2862,2016,11,1,1,Tuesday,30.65555556,27.1625,23.71111111,85.86666667,22.24471106,0,0,14.78194,24.93426,19.48009,25.26296,11.63009,0.4823413,35
2/11/2016,2863,2016,11,2,2,Wednesday,31.64444444,27.3375,22.97777778,81.35,21.27902647,0,0,14.66204,25.47507,22.78889,28.56667,10.9985,0.5178571,1.2
3/11/2016,2864,2016,11,3,3,Thursday,31.53333333,27.4875,24.88888889,82.43333333,21.74125729,0,0,10.52269,19.08055,21.45,18.65833,5.707407,0.4511905,19.2
4/11/2016,2865,2016,11,4,4,Friday,31.62222222,27.9375,25.42222222,80.44285714,21.74743496,0,0,12.83241,22.7162,19.06852,24.1875,19.42593,0.4869048,0
5/11/2016,2866,2016,11,5,5,Saturday,28.64444444,26.925,25.06666667,88.82857143,22.71209349,0,0,12.53333,22.26389,12.51157,23.90833,15.17917,0.4847619,4.4
6/11/2016,2867,2016,11,6,6,Sunday,32.16666667,28.375,25.28888889,79.05714286,21.89102109,0,0,8.729398,18.52639,22.19167,14.70602,9.129167,0.3803571,0
7/11/2016,2868,2016,11,7,0,Monday,29,26.8625,25.18888889,90.95714286,23.17607567,0,0,18.33843,31.74016,10.82269,28.84583,15.76343,0.6460317,1.2
8/11/2016,2869,2016,11,8,1,Tuesday,33.73333333,28.8125,24.75555556,76.12857143,21.58946956,0,0,17.64722,30.52269,21.94583,28.32083,22.65833,0.6612103,0
9/11/2016,2870,2016,11,9,2,Wednesday,31.16666667,27.925,24.32222222,81.4,21.99110113,0,0,21.00417,33.46204,31.3125,28.0875,19.9875,0.5351191,64.4
10/11/2016,2871,2016,11,10,3,Thursday,32.22222222,27.5,24.43333333,83.25714286,21.9736358,0,0,18.95,31.82407,24.55556,28.82708,12.4125,0.5525992,11
11/11/2016,2872,2016,11,11,4,Friday,31.11111111,26.4,24.55555556,87.57142857,21.74883553,0,0,16.7621,30.54997,11.48843,31.77454,5.956018,0.6920635,5.6
12/11/2016,2873,2016,11,12,5,Saturday,32.3,27.05,24.66666667,84.57142857,21.77352714,0,0,16.89213,29.35741,22.30694,27.60556,6.124537,0.671131,8.8
13/11/2016,2874,2016,11,13,6,Sunday,31.36666667,27.3625,25.07777778,84.1,22.02865008,0,0,12.77732,23.6963,22.39074,21.95231,10.17917,0.4726191,0
14/11/2016,2875,2016,11,14,0,Monday,27.22222222,25.1625,23.4,93.78571429,21.73848501,0,0,12.06759,21.51944,6.100926,26.97917,4.879167,0.5920635,65.6
15/11/2016,2876,2016,11,15,1,Tuesday,32.42222222,27.2875,23.92222222,83.8,21.8595306,0,0,12.83194,24.94259,17.19225,21.92583,3.441667,0.5144445,0
16/11/2016,2877,2016,11,16,2,Wednesday,30,26.5375,23.1,85.35714286,21.36126953,0,0,14.1625,25.33796,13.57917,29.30417,21.42083,0.5228175,30.2
17/11/2016,2878,2016,11,17,3,Thursday,32.35555556,27.2,24.87777778,83.45,21.66344756,0,0,15.90093,28.67963,20.60972,31.55,10.18958,0.5252976,29.4
18/11/2016,2879,2016,11,18,4,Friday,32.65555556,27.1375,24.82222222,85.52857143,22.12657806,0,0,15.46296,27.24352,19.70324,35.31991,7.567593,0.5583333,1.2
19/11/2016,2880,2016,11,19,5,Saturday,31.66666667,27.6125,24.92222222,86.27142857,22.91050442,0,1,22.84444,35.6463,21.35787,42.41493,15.97917,0.6940476,0.8
20/11/2016,2881,2016,11,20,6,Sunday,31.44444444,27.77142857,25.54444444,85.03333333,22.77981679,0,1,21.65648,32.48704,24.42143,31.60458,17.17917,0.5437301,2
21/11/2016,2882,2016,11,21,0,Monday,31.53333333,28.025,25.52222222,81.5,22.13918258,0,1,13.35,23.36296,25.79167,22.80556,10.51435,0.4746032,0
22/11/2016,2883,2016,11,22,1,Tuesday,29.28888889,27.3875,25.06666667,84.62857143,22.19764676,0,1,15.44583,25.5037,11.6787,31.19444,23.3,0.5734127,1.4
23/11/2016,2884,2016,11,23,2,Wednesday,30.73333333,27.82857143,24.74444444,79.08333333,21.25249411,0,1,10.71123,18.34087,13.18333,22.85833,23.25417,0.5717262,1.2
24/11/2016,2885,2016,11,24,3,Thursday,32.28888889,27.58571429,25.21111111,80.9,21.45248151,0,1,13.7662,24.07315,18.36667,25.9125,19.93148,0.6330357,0
25/11/2016,2886,2016,11,25,4,Friday,32.95555556,27.6125,24.73333333,82.71428571,21.96589528,0,1,15.1375,27.68056,30.03108,28.86771,9.175,0.6285715,2.8
26/11/2016,2887,2016,11,26,5,Saturday,31.78888889,27.175,24.73333333,89.44285714,23.18711319,0,1,15.3588,25.78241,15.24167,25.35,4.366667,0.716369,4.6
27/11/2016,2888,2016,11,27,6,Sunday,30.08888889,27.1875,21.8,85.5,22.18030087,0,1,10.99607,18.73032,18.82083,15.7625,4.520833,0.5997024,0
28/11/2016,2889,2016,11,28,0,Monday,30.24444444,27.5,25.56666667,80.68333333,21.29436976,0,1,8.913889,17.52037,18.8875,14.25,2.458333,0.4604167,0
29/11/2016,2890,2016,11,29,1,Tuesday,28.33333333,26.3125,24.84444444,83.07142857,20.53127492,0,1,9.778704,18.77118,13.0375,15.62269,2.479167,0.4859127,0.8
30/11/2016,2891,2016,11,30,2,Wednesday,32.03333333,27.8625,24.7,74.12857143,19.958159,0,1,8.355903,17.67454,23.83715,14.96875,2.545833,0.454881,0
1/12/2016,2892,2016,12,1,3,Thursday,27.72,25.53333333,24.41,92.51428571,21.8935425,0,1,9.697453,17.95784,14.93472,23.47292,9.091204,0.5541667,18.4
2/12/2016,2893,2016,12,2,4,Friday,31.43,27.08888889,24.19,81.58571429,21.05002074,0,1,9.825926,18.66852,24.825,18.89259,10.8875,0.5694444,1.2
3/12/2016,2894,2016,12,3,5,Saturday,30.24,27.4125,24.91,81.55,21.41965923,0,1,14.67882,24.56296,20.26667,28.48333,17.93333,0.7135913,1
4/12/2016,2895,2016,12,4,6,Sunday,33.58,28.8,25.72,77.25714286,21.89459523,0,1,16.95417,27.45555,27.87917,28.42917,17.97917,0.6215278,18.6
5/12/2016,2896,2016,12,5,0,Monday,34.09,28.86666667,25.08,77.6,22.07176099,0,1,13.47421,24.58472,23.51898,20.25914,11.51481,0.5760417,0.8
6/12/2016,2897,2016,12,6,1,Tuesday,33.82,28.37777778,24.73,82.18571429,22.76074725,0,1,16.04769,28.50116,31.5713,25.67269,12.47917,0.6704167,21.6
7/12/2016,2898,2016,12,7,2,Wednesday,33.46,28.37777778,25.81,83.3,23.06932844,0,1,12.58935,23.10139,29.18704,19.84051,5.5625,0.516131,33.4
8/12/2016,2899,2016,12,8,3,Thursday,32.81,28.56666667,25.41,77.98571429,21.8216218,0,1,12.61435,22.54491,33.68287,16.93472,3.336921,0.552877,0
9/12/2016,2900,2016,12,9,4,Friday,31.24,26.83333333,24.7,84.92857143,21.60515437,0,1,12.19259,22.63333,19.23935,22.1875,2.387963,0.6387897,23.4
10/12/2016,2901,2016,12,10,5,Saturday,30.56,27.38888889,24.33,80.97142857,21.24005876,0,1,12.03738,21.2213,27.05602,18.05972,2.881018,0.5247222,2
11/12/2016,2902,2016,12,11,6,Sunday,29.73,26.01111111,23.85,83.85714286,20.38095118,0,1,10.70602,19.03924,29.025,14.03565,2.671296,0.4945833,7.6
12/12/2016,2903,2016,12,12,0,Monday,31.86,27.96666667,25.3,72.32857143,19.58515322,0,1,9.15081,18.3287,34.83889,13.63102,3.395833,0.5018849,0
13/12/2016,2904,2016,12,13,1,Tuesday,32.54,27.97777778,24.9,75.78571429,20.53374859,0,1,18.00463,28.9456,44.68241,19.82245,5.025463,0.6612103,0
14/12/2016,2905,2016,12,14,2,Wednesday,33.1,28.15555556,25.18,74.2375,20.3111825,0,1,15.95486,27.99749,32.99583,24.425,5.030093,0.6156945,0.2
15/12/2016,2906,2016,12,15,3,Thursday,32.74,28.55555556,25.73,73.325,20.50509101,0,1,24.53796,39.0338,37.38657,23.29282,5.111111,0.6538889,0
16/12/2016,2907,2016,12,16,4,Friday,32.92,28.53333333,25.82,76.6,21.39492562,0,1,24.08287,36.90741,37.89491,27.76406,10.42083,0.5843056,2.4
17/12/2016,2908,2016,12,17,5,Saturday,31.36,26.96666667,24.41,86.94285714,22.28122276,0,1,18.73333,30.37824,25.08426,23.82664,2.952778,0.5138889,29.6
18/12/2016,2909,2016,12,18,6,Sunday,31.68,26.62222222,23.01,83.47142857,20.9877121,0,1,10.88335,19.71106,28.01389,15.75595,2.74537,0.4625,2.4
19/12/2016,2910,2016,12,19,0,Monday,32.48,27.82222222,25.04,77.94285714,20.93872011,0,1,13.04954,24.36204,35.35185,17.94618,4.666203,0.5388889,6
20/12/2016,2911,2016,12,20,1,Tuesday,32.43,28.03333333,25.22,72.05714286,19.58310242,0,1,8.039021,15.94282,34.8922,13.99148,2.512037,0.4626389,0
21/12/2016,2912,2016,12,21,2,Wednesday,33.01,28.32222222,25.59,71.53333333,19.75067172,0,1,10.24028,20.81991,38.76852,18.0309,3.850926,0.5305555,3
22/12/2016,2913,2016,12,22,3,Thursday,32.39,26.61111111,23.99,86.25714286,21.67476186,0,1,11.96285,22.66366,18.07176,27.65093,3.644097,0.6159722,12.2
23/12/2016,2914,2016,12,23,4,Friday,31.47,26.97777778,23.88,85,21.79671804,0,1,12.20544,21.79456,16.4375,22.14815,4.784259,0.6215278,19.6
24/12/2016,2915,2016,12,24,5,Saturday,32.61,26.45555556,23.74,86.9,21.64873724,0,1,9.567113,18.28798,17.23333,18.64352,2.645833,0.5166667,73
25/12/2016,2916,2016,12,25,6,Sunday,32.76,26.66666667,24.15,84.85,21.3869213,0,1,8.54489,17.1246,21.41979,13.85888,2.16713,0.5283334,10.4
26/12/2016,2917,2016,12,26,0,Monday,30.52,26.55555556,24.19,82.68571429,20.71347754,1,1,7.17581,14.43113,22.83854,13.4442,2.273148,0.5141667,0
27/12/2016,2918,2016,12,27,1,Tuesday,30.01,26.11111111,24.24,84,20.52962097,0,1,7.071412,13.83576,20.53843,15.84474,2.255556,0.55,0.6
28/12/2016,2919,2016,12,28,2,Wednesday,28.1,25.5125,23.41,83.52,19.74211828,0,1,11.21123,24.54178,17.74306,18.33854,2.204167,0.5798611,3.8
29/12/2016,2920,2016,12,29,3,Thursday,31.42,27.4375,24.83,74.98571429,19.722705,0,1,17.98102,35.62824,34.20833,22.46065,2.602083,0.6631944,0
30/12/2016,2921,2016,12,30,4,Friday,32.33,26.91111111,24.48,79.91428571,20.41724961,0,1,10.79236,21.69653,36.72789,16.73611,2.16088,0.5943056,1.4
31/12/2016,2922,2016,12,31,5,Saturday,29.81,26.6,24.38,83.85714286,21.05873925,0,1,9.319907,18.76991,23.10787,16.00463,2.440278,0.5270833,0
1/1/2017,2923,2017,1,1,6,Sunday,30.965,27.02105263,25.035,86.6,22.2601547,1,0,6.794097,12.92584,20.1,16.41088,3.158333,0.5003241,0.8
2/1/2017,2924,2017,1,2,0,Monday,29.91,26.38947368,24.945,90.05,22.35131221,0,0,8.174768,17.08681,16.1875,20.04132,3.266667,0.5054514,0
3/1/2017,2925,2017,1,3,1,Tuesday,30.28,26.68888889,24.8,87.08461538,21.97718196,0,0,12.99907,25.58044,20.34167,23.87407,4.6,0.5988889,22
4/1/2017,2926,2017,1,4,2,Wednesday,30.67,27.05555556,23.79,81.02,20.86562281,0,0,10.35231,19.76273,20.17083,19.88889,3.6375,0.5257407,7.6
5/1/2017,2927,2017,1,5,3,Thursday,31.94,27.88333333,24.26,74.47857143,20.07532703,0,0,14.46065,24.80093,16.98519,23.95833,5.449537,0.614191,0
6/1/2017,2928,2017,1,6,4,Friday,32.735,28.63333333,26.02,78.87333333,22.15041624,0,0,19.0338,31.16493,33.26805,27.83241,12.80417,0.6235822,8.2
7/1/2017,2929,2017,1,7,5,Saturday,33.61,29.47058824,26.42,74.79285714,21.98291439,0,0,16.46065,25.34722,34.0125,23.16805,6.900926,0.4707407,0
8/1/2017,2930,2017,1,8,6,Sunday,33.76,29.48235294,26.595,75.42857143,22.18389511,0,0,14.14722,24.60185,27.86389,26.02639,7.5625,0.56375,1.6
9/1/2017,2931,2017,1,9,0,Monday,33.28,28.95,26.835,78.72142857,22.49252252,0,0,14.57998,24.61748,25.3287,23.9963,4.454167,0.5501852,0
10/1/2017,2932,2017,1,10,1,Tuesday,33.045,28.41052632,26.1,81.32666667,22.56319924,0,0,12.81019,22.64815,7.386062,23.49398,3.908796,0.6162063,2.2
11/1/2017,2933,2017,1,11,2,Wednesday,32.55,27.67058824,24.255,81.88461538,21.8151295,0,0,7.959375,15.09028,14.1625,17.81806,2.779167,0.4964815,0.4
12/1/2017,2934,2017,1,12,3,Thursday,31.97,28.18947368,25.395,76.55333333,20.98369388,0,0,6.148958,11.40336,22.83333,18.85833,2.554167,0.5362037,0
13/1/2017,2935,2017,1,13,4,Friday,32.39,27.98823529,25.935,80.95,21.94550781,0,0,8.165741,15.32407,27.65833,21.57917,2.4625,0.5840741,0
14/1/2017,2936,2017,1,14,5,Saturday,31.19,28.07368421,25.46,78.6,21.40848073,0,0,8.023379,16.08044,40.8625,16.34722,2.459722,0.5165741,0.4
15/1/2017,2937,2017,1,15,6,Sunday,32.475,28.12105263,25.66,78.79333333,21.51690007,0,0,10.29167,19.18287,31.63773,22.29583,2.1625,0.5246412,10.8
16/1/2017,2938,2017,1,16,0,Monday,31.875,27.97368421,25.325,76.37777778,20.68951415,0,0,11.94444,23.58738,34.34167,22.65417,2.3875,0.4618171,3
17/1/2017,2939,2017,1,17,1,Tuesday,32.27894737,28.00588235,25.53157895,78.8,21.38334489,0,0,11.29167,26.11921,32.3875,20.93333,3.498611,0.3993056,0
18/1/2017,2940,2017,1,18,2,Wednesday,32.33684211,26.74705882,24.16315789,82.93333333,20.9971064,0,0,12.48333,27.68634,31.90833,21.83333,2.9875,0.410191,6
19/1/2017,2941,2017,1,19,3,Thursday,32.44,26.71176471,24.075,85.25,21.54147977,0,0,15.51331,30.72611,27.85104,24.79259,3.508333,0.5231944,16.6
20/1/2017,2942,2017,1,20,4,Friday,29.87368421,26.43529412,23.84210526,86.43333333,21.50828796,0,0,13.95868,27.99306,29.57419,27.76204,5.2375,0.5857937,4.6
21/1/2017,2943,2017,1,21,5,Saturday,30.98947368,26.71176471,23.82105263,86.36666667,21.82363454,0,0,11.99745,24.41576,30.28333,21.60972,6.343056,0.5131944,5.6
22/1/2017,2944,2017,1,22,6,Sunday,30.13157895,26.60588235,24.23684211,85.96923077,21.59615872,0,0,11.80509,24.00438,31.62083,22.08796,2.741667,0.5012558,31.4
23/1/2017,2945,2017,1,23,0,Monday,27.75263158,25.11176471,23.55263158,94.20909091,21.77458935,0,0,11.64942,24.49231,16.15926,23.05417,2.516667,0.5381944,60.6
24/1/2017,2946,2017,1,24,1,Tuesday,24.87894737,24.15,23.56315789,94.56666667,20.70540506,0,0,10.07002,21.64823,20.88889,23.79907,3.308333,0.5308889,17.4
25/1/2017,2947,2017,1,25,2,Wednesday,29.49473684,25.86111111,23.11578947,84.12142857,20.27502917,0,0,11.60521,23.92014,17.7838,23.75509,6.495833,0.5148287,0
26/1/2017,2948,2017,1,26,3,Thursday,31.23684211,27.1375,24.17368421,82.975,21.46598483,0,0,13.07141,26.14931,13.94444,22.24768,3.654167,0.5393333,1.8
27/1/2017,2949,2017,1,27,4,Friday,30.97894737,27.34117647,25.31052632,81.51538462,21.32660532,0,0,11.01123,23.79919,20.58333,17.59352,2.939352,0.5061991,0
28/1/2017,2950,2017,1,28,5,Saturday,29.6,26.26470588,24.37368421,82.46428571,20.32717393,0,0,12.2308,23.35648,26.25417,18.28333,4.298677,0.5221667,1.4
29/1/2017,2951,2017,1,29,6,Sunday,28.73157895,26.52352941,24.68421053,82.66923077,20.6726031,0,0,11.74167,22.35185,25.50417,21.80833,4.7,0.5717916,0.6
30/1/2017,2952,2017,1,30,0,Monday,29.21578947,26.13125,24.56842105,87.20769231,21.33744335,0,0,16.46343,29.28183,29.42731,23.24398,6.129167,0.5355741,2.6
31/1/2017,2953,2017,1,31,1,Tuesday,30.5,27.04705882,25.05263158,80.52307692,20.72792246,0,0,15.98843,28.6713,22.92639,20.58333,5.4125,0.504125,0
1/2/2017,2954,2017,2,1,2,Wednesday,31.07894737,27.2375,24.72105263,77.52307692,20.16655947,0,0,10.23962,23.71643,26.45139,16.01528,2.466667,0.5280833,0
2/2/2017,2955,2017,2,2,3,Thursday,31.04736842,27.25882353,25.17368421,79.83076923,20.79128386,0,0,9.964583,20.26273,16.94954,19.425,2.295833,0.5559583,1.4
3/2/2017,2956,2017,2,3,4,Friday,32.73157895,27.52222222,24.66315789,81.64285714,21.57397003,0,0,15.36019,34.27778,34.07963,18.2875,3.026389,0.5916852,0.4
4/2/2017,2957,2017,2,4,5,Saturday,32.25263158,27.06111111,24.84736842,85.63846154,22.06176569,0,0,16.32049,35.40972,55.34155,13.10405,2.486243,0.564037,2.6
5/2/2017,2958,2017,2,5,6,Sunday,32.46315789,27.49411765,24.98421053,82.79230769,21.84388578,0,0,15.28241,40.20949,50.86713,19.28657,2.176852,0.5378658,0
6/2/2017,2959,2017,2,6,0,Monday,32.92105263,27.87058824,25.27368421,80.92307692,21.79708942,0,0,16.69769,36.26493,51.83241,22.66713,2.006481,0.5462083,0
7/2/2017,2960,2017,2,7,1,Tuesday,30.76842105,26.51875,24.14210526,87.45384615,21.86321878,0,0,16.94861,35.82824,52,26.2875,2.316667,0.5923333,0.2
8/2/2017,2961,2017,2,8,2,Wednesday,31.53888889,26.69411765,24.16111111,85.03076923,21.46509702,0,0,20.89769,40.5625,61.07917,24.08241,2.516667,0.5989166,0
9/2/2017,2962,2017,2,9,3,Thursday,31.68333333,27.70625,25.11111111,73.08571429,19.509273,0,0,27.42917,45.62083,73.35915,21.58403,2.895833,0.5625046,0
10/2/2017,2963,2017,2,10,4,Friday,32.05555556,27.78235294,25.10555556,74.32,19.92184675,0,0,22.61204,40.29722,56.3625,20.86667,2.754167,0.5264583,0
11/2/2017,2964,2017,2,11,5,Saturday,31.07894737,27.47058824,25.41052632,74.8875,19.73278921,0,0,27.41111,43.5125,71.4625,17.10833,2.910185,0.59275,0
12/2/2017,2965,2017,2,12,6,Sunday,29.63684211,26.32352941,24.60526316,83.48571429,20.64630779,0,0,19.85555,36.18333,51.85139,19.36019,2.483333,0.5177083,1
13/2/2017,2966,2017,2,13,0,Monday,29.74444444,26.58235294,24.44444444,83.86428571,21.03994225,0,0,13.77176,31.02546,37.02917,20.45833,2.633333,0.5092083,1.4
14/2/2017,2967,2017,2,14,1,Tuesday,29.91666667,26.64375,24.15,81.94615385,20.62881147,0,0,15.92662,33.13889,36.30151,19.53889,2.379167,0.5091541,0.2
15/2/2017,2968,2017,2,15,2,Wednesday,29.51052632,25.63529412,23,84.85454545,20.19564625,0,0,19.47315,35.76805,38.74166,18.7162,6.591667,0.5363333,16.4
16/2/2017,2969,2017,2,16,3,Thursday,29.97368421,26.7,24.57894737,79.12142857,19.979913,1,0,23.54583,37.7375,51.25417,21.28333,10.8875,0.5714583,0.8
17/2/2017,2970,2017,2,17,4,Friday,31.22777778,27.23125,24.68333333,78.14285714,20.3207746,1,0,19.24074,31.85417,43.91852,14.82095,8.165277,0.5874537,0
18/2/2017,2971,2017,2,18,5,Saturday,30.51052632,27.12352941,25.15789474,82.95384615,21.44397006,0,0,26.15833,38.12083,48.39167,14.79213,6.034127,0.6760833,0
19/2/2017,2972,2017,2,19,6,Sunday,31.43684211,27.68235294,25.47368421,81,21.59342373,0,0,15.59907,26.9787,31.50509,16.54907,3.104167,0.4911898,0
20/2/2017,2973,2017,2,20,0,Monday,31.85789474,27.6875,25.32631579,81.37692308,21.70003946,0,0,15.32917,27.05,34.0647,16.625,3.1125,0.4958056,0
21/2/2017,2974,2017,2,21,1,Tuesday,31.78947368,27.22941176,24.73684211,83.61538462,21.74162347,0,0,16.30556,29.71852,32.82917,17.04583,3.345833,0.4969583,0
22/2/2017,2975,2017,2,22,2,Wednesday,31.82105263,27.7,25.15789474,81.23076923,21.67595227,0,0,14.62963,28.3125,30.67917,18.0375,5.770833,0.52275,0
23/2/2017,2976,2017,2,23,3,Thursday,31.65789474,27.01666667,24.69473684,83.4,21.43244677,0,0,13.14063,24.77118,19.00463,23.15417,4.241667,0.5736018,3.6
24/2/2017,2977,2017,2,24,4,Friday,27.67,25.05,23.73,92.71818182,21.35589497,0,0,12.0875,22.28565,17.65174,20.67882,3.075,0.593743,31
25/2/2017,2978,2017,2,25,5,Saturday,31.97,26.72631579,23.96,84.58571429,21.39085953,0,0,13.55694,28.55417,23.80833,16.825,2.917824,0.4812963,0
26/2/2017,2979,2017,2,26,6,Sunday,31.45,27.47222222,25.225,83.2,21.92500629,0,0,15.34398,31.7125,27.03889,17.16991,2.7,0.4755555,0
27/2/2017,2980,2017,2,27,0,Monday,30.745,27.43529412,24.905,81.82307692,21.51837647,0,0,16.14259,30.82083,22.8125,16.45833,2.541667,0.52375,0
28/2/2017,2981,2017,2,28,1,Tuesday,30.07,26.81176471,24.65,85.775,21.79444596,0,0,14.46667,29.51713,25.19259,18.09167,4.862963,0.5259491,4
1/3/2017,2982,2017,3,1,2,Wednesday,28.025,25.22222222,23.39,90.31666667,21.00461221,0,0,12.11748,24.96065,20.53274,18.11473,3.543403,0.5230671,0.6
2/3/2017,2983,2017,3,2,3,Thursday,30.545,26.94117647,24.735,83.49166667,21.36668058,0,0,12.95486,25.18915,22.24595,25.5463,6.039352,0.5631481,25.4
3/3/2017,2984,2017,3,3,4,Friday,28.935,26.22222222,23.67,88.54666667,21.77492209,0,0,12.49537,22.99768,21.7037,21.78241,5.694444,0.5195081,10.4
4/3/2017,2985,2017,3,4,5,Saturday,28.26,25.65,23.965,91.66363636,21.83408774,0,0,15.43965,27.44213,28.93866,23.96007,7.055555,0.6519197,1.4
5/3/2017,2986,2017,3,5,6,Sunday,31.31,26.96315789,24.545,84.30666667,21.60147171,0,0,11.8583,23.12971,23.2691,13.35838,2.945023,0.4856961,0
6/3/2017,2987,2017,3,6,0,Monday,32.095,26.90555556,24.3,84.33571429,21.54021392,0,0,17.37326,30.87674,31.14931,22.95845,9.726852,0.5031746,0
7/3/2017,2988,2017,3,7,1,Tuesday,31.62,27.15263158,24.705,81.08666667,20.99501,0,0,11.74421,22.15972,13.18345,23.57407,6.671296,0.5126505,0
8/3/2017,2989,2017,3,8,2,Wednesday,31.69,27.45263158,24.9,78.4375,20.64775097,0,0,12.62789,24.38368,15.01157,22.50174,3.770833,0.5711458,0
9/3/2017,2990,2017,3,9,3,Thursday,31.885,27.38888889,24.74,75.65294118,19.84499056,0,0,13.2419,28.42047,23.46759,14.88947,3.356482,0.4481018,0
10/3/2017,2991,2017,3,10,4,Friday,31.29,27.32352941,24.87,78.5,20.51776698,0,0,13.67014,31.07407,23.33796,14.21759,2.712963,0.4688889,3.2
11/3/2017,2992,2017,3,11,5,Saturday,32.16,27.51666667,24.82,79.54666667,21.01365208,0,1,15.9809,37.63137,32.70197,12.17512,2.850116,0.5295081,1.4
12/3/2017,2993,2017,3,12,6,Sunday,30.665,26.82222222,24.12,81.95384615,20.83562473,0,1,17.74595,39.79572,29.50926,16.58681,2.462963,0.5864236,0.6
13/3/2017,2994,2017,3,13,0,Monday,32.45,28.07222222,25.385,81.86,22.29459332,0,1,16.62963,35.80556,28.55093,16.29167,2.402778,0.5527951,0
